ALKS, 1520262
CRMT, 799850
ALLK, 1564824
AAL, 6201
Y, 775368
AAT, 1500217
ATI, 1018963
AXL, 1062231
ABTX, 1642081
ACC, 1283630
ALGT, 1362468
AEO, 919012
ALLE, 1579241
AEP, 4904
ALGM, 866291
AEL, 1039828
ALE, 66756
AXP, 4962
ADS, 1101215
AFG, 1042046
LNT, 352541
AFIN, 1568162
AMOT, 46129
AMH, 1562401
ALSN, 1411207
AIG, 5272
ALLO, 1737287
AMNB, 741516
ALVR, 1754068
ANAT, 1801075
MDRX, 1124804
AOUT, 1808997
ALL, 899051
APEI, 1201792
ALLY, 40729
AMSWA, 713425
ALNY, 1178670
AWR, 1056903
AOSL, 1387467
AMSC, 880807
GOOGL, 1652044
AMT, 1053507
GOOG, 1652044
AVD, 5981
ATEC, 1350653
AWK, 1410636
ALPN, 1626199
AMWL, 1393584
ALTG, 1759824
AMWD, 794619
COLD, 1455863
ALTR, 1701732
AMP, 820027
AYX, 1689923
ABCB, 351569
ATUS, 1702780
AMSF, 1018979
ALT, 1326190
ABC, 1140859
ALTO, 778164
AME, 1037868
AIMC, 1374535
AMGN, 318154
MO, 764180
FOLD, 1178879
ALTM, 1692787
AMKR, 1047127
ALXO, 1810182
POWW, 1015383
AMAL, 1823608
AMN, 1142750
AMRK, 1591588
AMRX, 1723128
AMPH, 1297184
ACGL, 947484
APH, 820313
ARCH, 1037676
AMPE, 1411906
ADM, 7084
AMRS, 1365916
AROC, 1389050
ADI, 6281
FUV, 1558583
PLAN, 1540755
ARNC, 1790982
ANAB, 1370053
ACA, 1739445
AVXL, 1314052
ARCT, 1768224
ANDE, 821026
RCUS, 1724521
ANGO, 1275187
ARQT, 1787306
ANGN, 1601485
ANIP, 1023024
ARDX, 1437402
ANIK, 898437
ARNA, 1080709
NLY, 1043219
ACRE, 1529377
ANNX, 1528115
ARES, 1176948
ANSS, 1013462
AGX, 100591
ATRS, 1016169
ARGO, 1091748
ATEX, 1304492
ANET, 1596532
AM, 1623925
ARKO, 1823794
AR, 1433270
ARLO, 1736946
ANTM, 1156039
AHH, 1569187
AON, 315293
ARR, 1428205
APA, 1841666
AWI, 7431
AIRC, 1820877
ARRY, 1820721
AIV, 922864
ARW, 7536
APLS, 1492422
AROW, 717538
APG, 1796209
ARWR, 879407
APOG, 6845
ARTNA, 863110
ARI, 1467760
AJG, 354190
APO, 1411494
APAM, 1517302
AMEH, 1083446
ARVN, 1655759
APPF, 1433195
ASAN, 1477720
APPH, 1807707
ABG, 1144980
APPN, 1441683
ASXC, 876378
APLE, 1418121
ASGN, 890564
AAPL, 320193
AHT, 1232582
AIT, 109563
ASH, 1674862
AMAT, 6951
ASPN, 1145986
AMTI, 1801777
AZPN, 929940
APLT, 1697532
AWH, 926617
APR, 1735803
AMK, 1591587
ATR, 896622
ASB, 7789
APTV, 1521332
AC, 1642122
APYX, 719135
AIZ, 1267238
AQB, 1603978
AGO, 1273813
ARMK, 1584509
ASTE, 792987
ABR, 1253986
ATRO, 8063
ABUS, 1447028
ARCB, 894405
T, 732717
ATRA, 1604464
AXNX, 1603756
AVIR, 1593899
AX, 1299709
ATER, 1757715
AXSM, 1579428
ATH, 1527469
AXTI, 1051627
ATNX, 1300699
AZZ, 8947
ATHX, 1368148
RILY, 1464790
ATHA, 1620463
BGS, 1278027
ATKR, 1666138
BW, 1630805
ACBI, 1461755
BMI, 9092
AUB, 883948
BKR, 1701605
ATLC, 1464343
BCPC, 9326
AAWW, 1135185
BLL, 9389
ATCX, 1751143
BALY, 1747079
TEAM, 1650372
BANC, 1169770
ATO, 731802
BANF, 760498
ATNI, 879585
BLX, 890541
ATOM, 1420520
ATOS, 1488039
BAND, 1514416
BCEL, 1532346
BFC, 1746109
ATRC, 1323885
BAC, 70858
ATRI, 701288
BOH, 46195
AUD, 1067837
BMRC, 1403475
ADSK, 769397
NTB, 1653242
ADP, 8670
BK, 1390777
AN, 350698
OZK, 1569650
AZO, 866787
BKU, 1504008
AVLR, 1348036
BANR, 946673
AVB, 915912
BHB, 743367
AGR, 1634997
BNED, 1634117
AVNS, 1606498
B, 9984
AVTR, 1722482
BBSI, 902791
AVYA, 1418100
BSET, 10329
AVAH, 1832332
BAX, 10456
AVY, 8818
BECN, 1124941
AVNW, 1377789
BEEM, 1398805
CDMO, 704562
BEAM, 1745999
AVID, 896841
SKIN, 1818093
RNA, 1599901
BZH, 915840
AVNT, 1122976
BDX, 10795
CAR, 723612
BBBY, 886158
AVA, 104918
BDC, 913142
RCEL, 1762303
BRBR, 1772016
AVT, 8858
BHE, 863436
AVRO, 1681087
BNFT, 1576169
AXTA, 1616862
BSY, 1031308
ACLS, 1113232
BLI, 1689657
AXS, 1214816
WRB, 11544
AXGN, 805928
AXON, 1069183
BHLB, 1108134
BRY, 1705873
BERY, 1378992
BKNG, 1075531
BBY, 764478
BOOT, 1610250
BYND, 1655210
BAH, 1443646
BYSI, 1677940
BWA, 908255
BGCP, 1094831
SAM, 949870
BGFV, 1156388
BOMN, 1494582
BIG, 768835
BIGC, 1626450
BXP, 1037540
BH, 1726173
BSX, 885725
BILL, 1786352
EPAY, 1073349
BCAB, 1826892
BOX, 1372612
BCRX, 882796
BYD, 906553
BDSI, 1103021
BRC, 746598
BDSX, 1439725
BHR, 1574085
BIIB, 875045
BDN, 790816
BHVN, 1689813
BBIO, 1743881
BLFS, 834365
BWB, 1341317
BMRN, 1048477
MNRL, 1745797
BMEA, 1840439
BFAM, 1437578
BNGO, 1411690
BCOV, 1313275
BIO, 12208
BHF, 1685040
TECH, 842023
BSIG, 1748824
BVS, 1665988
BRSP, 1717547
BTAI, 1720893
BV, 1734713
BJRI, 1013488
EAT, 703351
BJ, 1531152
BCO, 78890
BDTX, 1701541
BMY, 14272
BKH, 1130464
VTOL, 1525221
BKI, 1627014
BRX, 1581068
BLKB, 1280058
AVGO, 1730168
BL, 1666134
BRMK, 1784797
BLK, 1364742
BR, 1383312
BXMT, 1061630
BNL, 1424182
BLNK, 1429764
BKD, 1332349
HRB, 12659
BIPC, 1788348
BE, 1664703
BLMN, 1546417
BEPC, 1791863
BCOR, 1068875
BRKL, 1049782
BLBD, 1589526
BTX, 748592
BRBS, 842717
BRKS, 933974
BLUE, 1293971
BRO, 79282
BVH, 315858
BXC, 1301787
BPMC, 1597264
BRP, 1781755
BA, 12927
BRT, 14846
BCC, 1328581
BRKR, 1109354
BOKF, 875357
BC, 14930
BOLT, 1641281
BMTC, 802681
BTRS, 1774155
CARA, 1346830
BKE, 885245
CRDF, 1213037
BLDR, 1316835
CAH, 721371
BG, 1144519
CSII, 1180145
BURL, 1579298
CDLX, 1666071
BFST, 1624322
CDNA, 1217234
BFLY, 1804176
CTRE, 1590717
BWXT, 1486957
CARG, 1494259
BY, 1702750
CSL, 790051
BYRN, 1354866
LOTZ, 1759008
CHRW, 1043277
CG, 1527166
AI, 1577526
KMX, 1170010
CCCC, 1662579
CCL, 815097
CABO, 1632127
PRTS, 1378950
CBT, 16040
CRS, 17843
CSV, 1016281
CACI, 16058
CARR, 1783180
WHD, 1699136
TAST, 809248
CADE, 1299939
CARS, 1683606
CDNS, 813672
CARE, 1829576
CDZI, 727273
CRI, 1060822
CZR, 1590895
CVNA, 1690820
CSTE, 1504379
CASA, 1333835
CWST, 911177
CAMP, 730255
CASY, 726958
CVGW, 1133470
CSPR, 1598674
CAL, 14707
CASS, 708781
CRC, 1609253
SAVA, 1069530
CWT, 1035201
CSTL, 1447362
CALX, 1406666
CSLT, 1433714
ELY, 837465
CTLT, 1596783
CPE, 928022
CPRX, 1369568
CALM, 16160
CTT, 1341141
CMBM, 1738177
CAT, 18230
CATC, 711772
CATY, 861842
CAC, 750686
CATO, 18255
CPT, 906345
CVCO, 278166
CPB, 16732
CBZ, 944148
CWH, 1669779
CBOE, 1374310
CNNE, 1704720
CBRE, 1138118
GOEV, 1750153
CBTX, 1473844
CTLP, 896429
CDK, 1609702
CBNK, 1419536
CDW, 1402057
CCBG, 726601
CECE, 3197
COF, 927628
CE, 1306830
CFFN, 1490906
CELC, 1603454
CPRI, 1530721
CLDX, 744218
CSTR, 1676479
CVM, 725363
CELH, 1341766
CNC, 1071739
CB, 896159
CDEV, 1658566
CHD, 313927
CNP, 1130310
CHDN, 20212
CSR, 798359
CHUY, 1524931
CENTA, 887733
CIEN, 936395
CENT, 887733
CI, 1739940
CPF, 701347
LEU, 1065059
CMPR, 1262976
CENX, 949157
CINF, 20286
CNTY, 911147
CNK, 1385280
CCS, 1576940
CTAS, 723254
CIR, 1091883
CRNC, 1768267
CRUS, 772406
CERE, 1805387
CSCO, 858877
CDAY, 1725057
CIT, 1171825
CERN, 804753
CTRN, 1318484
CERT, 1827090
C, 831001
CERS, 1020214
CTXR, 1506251
CEVA, 1173489
CZNC, 810958
CF, 1324404
CFG, 759944
CHX, 1723089
CIA, 24090
CHNG, 1756497
CTXS, 877890
ECOM, 1169652
CHCO, 726854
CHPT, 1777393
CIO, 1593222
CRL, 1100682
CIVB, 944745
GTLS, 892553
CLVT, 1764046
CHTR, 1091667
CLAR, 913277
CCF, 830524
CLNE, 1368265
CLDT, 1476045
CLH, 822818
CAKE, 887596
CLSK, 827876
CHEF, 1517175
CCO, 1334978
CHGG, 1364954
CLFD, 796505
CHE, 19584
CLPT, 1285550
CCXI, 1340652
CLW, 1441236
CC, 1627223
LNG, 3570
CWEN, 1567683
CHK, 895126
CLNN, 1822791
CPK, 19745
CLF, 764065
CVX, 93410
CLPR, 1649096
CSSE, 1679063
CLX, 21076
CHS, 897429
PLCE, 1041859
NET, 1477333
CIM, 1409493
CLVS, 1466301
CMRX, 1117480
CCMP, 1102934
KDNY, 1435049
CME, 1156375
CMG, 1058090
CMS, 811156
CHH, 1046311
CNA, 21175
CDXC, 1386570
CCNE, 736772
CNO, 1224608
COP, 1163165
CNX, 1070412
ED, 1047862
CCB, 1437958
CEIX, 1710366
KO, 21344
CNSL, 1304421
COKE, 317540
STZ, 16918
CDXS, 1200375
CDAK, 1659352
CSTM, 1563411
CDE, 215466
ROAD, 1718227
COGT, 1622229
MCF, 1071993
CCOI, 1158324
CLR, 732834
CGNX, 851205
COO, 711404
CTSH, 1058290
CPS, 1320461
CNS, 1284812
CPA, 1345105
COHR, 21510
CPRT, 900075
CHRS, 1512762
CORT, 1088856
COHU, 21535
CXW, 1070985
CFX, 1420800
CL, 21665
CPLG, 1707178
COLL, 1267565
COR, 1490892
COLB, 887343
CRMD, 1410098
CLBK, 1723596
CNR, 883902
CXP, 1252849
COLM, 1050797
GLW, 24741
CMCO, 1005229
OFC, 860546
CMCSA, 1166691
CRSR, 1743759
CMA, 28412
CTVA, 1755672
FIX, 1035983
CRTX, 1662774
CBSH, 22356
CRVL, 874866
CMC, 22444
CMRE, 1503584
CVGI, 1290900
CSGP, 1057352
COMM, 1517228
COST, 909832
CBU, 723188
COTY, 1024305
CYH, 1108109
COUP, 1385867
CHCT, 1631569
COUR, 1651562
CTBI, 350852
CUZ, 25232
CVLT, 1169561
CMP, 1227654
CVLG, 928658
CPSI, 1169445
CVET, 1752836
CIX, 1049606
COWN, 1466538
SCOR, 1158172
CRAI, 1053706
CRK, 23194
CBRL, 1067294
CMTL, 23197
CR, 25445
CAG, 23217
CNXC, 1803599
CACC, 885550
BBCP, 1703956
CNDT, 1677703
CRNX, 1658247
CNMD, 816956
CROX, 1334036
CNOB, 712771
CCRN, 1141103
CONN, 1223389
CFB, 1458412
CRWD, 1535527
TACO, 1585583
CCI, 1051470
DK, 1694426
CCK, 1219601
DELL, 1571996
CRY, 784199
DAL, 27904
CYRX, 1124524
DLX, 27996
CSGS, 1005757
DNLI, 1714899
CSWI, 1624794
DEN, 945764
CSX, 277948
DENN, 852772
CTO, 23795
XRAY, 818479
CTS, 26058
DMTK, 1651944
CUBE, 1298675
DSGN, 1807120
CUE, 1645460
DBI, 1319947
CFR, 39263
DM, 1754820
CGEM, 1789972
DVN, 1090012
CMI, 26172
DXCM, 1093557
CVAC, 1809122
DHT, 1331284
CURI, 1776909
DHIL, 909108
CRIS, 1108205
CURO, 1711291
FANG, 1539838
CW, 26324
DRH, 1298946
CWK, 1628369
DRNA, 1399529
CTOS, 1709682
DKS, 1089063
CUBI, 1488813
DBD, 28823
CUTR, 1162461
DGII, 854775
CVBF, 354647
DMRC, 1438231
CVI, 1376139
DMS, 1725134
CVS, 64803
DLR, 1297996
CBAY, 1042074
APPS, 317788
CONE, 1553023
DBRG, 1679688
CYTK, 1061983
DOCN, 1582961
CTMX, 1501989
DDS, 28917
CTSO, 1175151
DCOM, 846617
DHI, 882184
DIN, 49754
DJCO, 783412
DIOD, 29002
DAKT, 915779
DFS, 1393612
DAN, 26780
DISCA, 1437107
DHR, 313616
DISCK, 1437107
DNMR, 1779020
DISH, 1001082
DRI, 940944
DIS, 1744489
DRIO, 1533998
DSEY, 1831617
DAR, 916540
DHC, 1075415
DSKE, 1642453
BOOM, 34067
DDOG, 1561550
DOCU, 1261333
MSP, 1724570
DLB, 1308547
PLAY, 1525769
DG, 29534
DVA, 927066
DLTR, 935703
DCPH, 1654151
D, 715957
DECK, 910521
DPZ, 1286681
DE, 315189
DOMO, 1505952
EMN, 915389
DCI, 29644
KODK, 31235
DGICA, 800457
ETN, 1551182
RRD, 29669
EBAY, 1065088
DFIN, 1669811
EBIX, 814549
DASH, 1792789
LPG, 1596993
SATS, 1415404
DORM, 868780
ECL, 31462
DV, 1819928
EPC, 1096752
PLOW, 1287213
EWTX, 1710072
DEI, 1364250
EIX, 827052
DOV, 29905
EDIT, 1650664
DOW, 1751788
EW, 1099800
DKNG, 1772757
EGAN, 1066194
DRQ, 1042893
EHTH, 1333493
DS, 1175483
EIGR, 1305253
DRVN, 1804745
LOCO, 1606366
DBX, 1467623
ELAN, 1739104
DSPG, 915778
ESTC, 1707753
DTE, 936340
EA, 712515
DCT, 1160951
ESI, 1590714
NAPA, 1835256
EFC, 1411342
DCO, 30305
EME, 105634
DUK, 1326160
EMKR, 808326
DRE, 783280
EEX, 1579214
DLTH, 1649744
EBS, 1367644
DNB, 1799208
EMR, 32604
DD, 1666700
ESRT, 1541401
DRRX, 1082038
EIG, 1379041
DXC, 1688568
ENTA, 1177648
DXPE, 1020710
EHC, 785161
DY, 67215
ECPG, 1084961
DT, 1773383
WIRE, 850460
DVAX, 1029142
ENDP, 1593034
DYN, 1818794
ENR, 1632790
DX, 826675
UUUU, 1385849
DZSI, 1101680
ERII, 1421517
ELF, 1600033
EPAC, 6955
ETWO, 1800347
ENS, 1289308
EGBN, 1050441
EBF, 33002
EGLE, 1322439
ENVA, 1529864
EXP, 918646
ENPH, 1463101
EGRX, 827871
NPO, 1164863
EAR, 1719395
ENSG, 1125376
ESTE, 10254
ESGR, 1363829
EWBC, 1069157
ENTG, 1101302
DEA, 1622194
ETR, 65984
EBC, 1810546
EBTC, 1018399
EGP, 49600
EFSC, 1025835
EVC, 1109116
EXC, 1109357
ENV, 1337619
EXLS, 1297989
NVST, 1757073
EOG, 821189
EXPI, 1495932
EOSE, 1805077
EXPE, 1324424
EPAM, 1352010
EXPD, 746515
EPZM, 1571498
EXPO, 851520
PLUS, 1022408
EXR, 1289490
EPR, 1045450
EQT, 33213
EXTR, 1078271
EFX, 33185
XOM, 34088
EQIX, 1101239
EYPT, 1314102
EQH, 1333986
EZPW, 876523
ETRN, 1747009
FNB, 37808
EQBK, 1227500
FFIV, 1048695
EQC, 803649
FN, 1408710
ELS, 895417
FB, 1326801
EQR, 906107
FDS, 1013237
ERIE, 922621
FICO, 814547
ESGC, 1532981
FLMN, 1703785
ESCA, 33488
FMNB, 709337
ESE, 866706
FPI, 1591670
ESPR, 1434868
FARO, 917491
EBET, 1829966
FAST, 815556
ESNT, 1448893
FSLY, 1517413
EPRT, 1728951
FATE, 1434316
WTRG, 78128
FTHM, 1753162
ESS, 920522
FBK, 1649749
AGM, 845877
ETSY, 1370637
FRT, 34903
EEFT, 1029199
FSS, 277509
EVLO, 1694665
FHI, 1056288
EB, 1475115
FDX, 1048911
EVBG, 1437352
FOE, 35214
EVR, 1360901
FGEN, 921299
RE, 1095073
FDBC, 1098151
EVRG, 1711269
FIS, 1136893
EVRI, 1318568
FRGI, 1534992
EVER, 1640428
FITB, 35527
ES, 72741
FOA, 1828937
EVTC, 1559865
FISI, 862831
EVI, 65312
FNCH, 1733257
EVOP, 1704596
EVH, 1628908
FAF, 1472787
EOLS, 1570562
FBNC, 811589
AQUA, 1604643
FBP, 1057706
EXAS, 1124140
FBMS, 947559
XGN, 1274737
EXEL, 939767
BUSE, 314489
FRTA, 1678463
FCNCA, 798941
FTNT, 1262039
FCF, 712537
FTV, 1659166
FCBC, 859070
FBIO, 1429260
FFBC, 708955
FBHS, 1519751
FFIN, 36029
FWRD, 912728
THFF, 714562
FOSL, 883569
FFWM, 1413837
FCPT, 1650132
FHB, 36377
FOXA, 1754301
FHN, 36966
FOX, 1754301
FR, 921825
FOXF, 1424929
INBK, 1562463
FRG, 1528930
FIBK, 860413
FC, 886206
FLIC, 740663
FELE, 38725
FRME, 712534
BEN, 38777
FMBH, 700565
FSP, 1031316
FMBI, 702325
FRC, 1132979
FCX, 831259
FSLR, 1274494
FREQ, 1703647
FCFS, 840489
FDP, 1047340
FE, 1031296
FRPT, 1611647
FISV, 798354
FTDR, 1727263
FSR, 1720990
ULCC, 1670076
FIVE, 1177609
FRO, 913290
FSBC, 1275168
FRPH, 844059
FIVN, 1288847
FSBW, 1530249
FBC, 1033012
FTCI, 1828161
FLT, 1175454
FCN, 887936
FTSI, 1529463
FLXS, 37472
FUBO, 1484769
FND, 1507079
FCEL, 886128
FLO, 1128928
FULC, 1680581
FLS, 30625
FLGT, 1674930
FLNT, 1460329
FLL, 891482
FLDM, 1162194
FUL, 39368
FLR, 1124198
FULT, 700564
FFIC, 923139
FNKO, 1704711
FMC, 37785
FF, 1337298
FNF, 1331875
GTHX, 1560241
FOCS, 1651052
GBL, 1060349
FHTX, 1822462
GME, 1326380
FL, 850209
GLPI, 1575965
F, 37996
GAN, 1799332
FOR, 1406587
GCI, 1579684
FORA, 1829280
GPS, 39911
FMTX, 1538927
GRMN, 1121788
FORM, 1039399
IT, 749251
FORR, 1023313
GTES, 1718512
FBRX, 1419041
GIII, 821002
GATO, 1517006
GSHD, 1726978
GATX, 40211
GPRO, 1500435
GCMG, 1819796
GRC, 42682
GCP, 1644440
GOSS, 1728117
GMTX, 1816736
GNK, 1326200
GNRC, 1474735
GGG, 42888
GD, 40533
EAF, 931148
GE, 40545
GHC, 104889
GIS, 40704
GWW, 277135
GM, 1467858
LOPE, 1434588
GBIO, 1733294
GVA, 861459
GCO, 18498
GPMT, 1703644
GNUS, 1355848
GPK, 1408075
G, 1398659
GTN, 43196
GNTX, 355811
AJX, 1614806
THRM, 903129
GLDD, 1372020
GPC, 40987
GSBC, 854560
GNW, 1276520
GWB, 1613665
GEO, 923796
GRBK, 1373670
GABC, 714395
GDOT, 1386278
GERN, 886744
GPRE, 1309402
GTY, 1052752
GBOX, 1419275
GEVO, 1392380
GBX, 923120
ROCK, 912562
GHL, 1282977
GILD, 882095
GNLN, 1743745
GBCI, 868671
GLRE, 1385613
GOOD, 1234006
GSKY, 1712923
LAND, 1495240
GLSI, 1799788
GLT, 41719
GEF, 43920
GKOS, 1192448
GBT, 1629137
GDYN, 1743725
GIC, 945114
GFF, 50725
GMRE, 1533615
GRTS, 1656634
GNL, 1526113
GO, 1771515
GPN, 1123360
GPI, 1031203
GWRS, 1434728
GRPN, 1490281
GSAT, 1366868
GRWG, 1604868
GLOB, 1557860
GTBP, 109657
GL, 320335
GTYH, 1682325
GMED, 1237831
GNTY, 1058867
GDDY, 1609711
GH, 1576280
GOGO, 1537054
GES, 912463
GOCO, 1808220
GWRE, 1528396
GLNG, 1207179
GMS, 1600438
GDEN, 1071255
HEES, 1339605
GNOG, 1768012
HAE, 313143
GS, 886982
HAIN, 910406
GT, 42582
HOFV, 1708176
HAL, 45012
HLF, 1180262
HALO, 1159036
HRI, 1364479
HBB, 1709164
HTBK, 1053352
HLNE, 1433642
HCCI, 1403431
HWC, 750577
HFWA, 1046025
HBI, 1359841
HRTG, 1598665
HNGR, 722723
HAFC, 1109242
HRTX, 818033
HASI, 1561894
HT, 1063344
THG, 944695
HSY, 47111
HONE, 1769617
HSKA, 1038133
HOG, 793952
HES, 4447
HLIT, 851310
HPE, 1645590
HRMY, 1802665
HXL, 717605
HARP, 1708493
HFFG, 1680873
HSC, 45876
HIBB, 1017480
HIG, 874766
HPK, 1792849
HBIO, 1123494
HIW, 921082
HAS, 46080
HI, 1417398
HVT, 216085
HRC, 47518
HE, 354707
HTH, 1265131
HA, 1172222
HGV, 1674168
HWKN, 46250
HLT, 1585689
HAYN, 858655
HAYW, 1834622
HQI, 1140102
HBT, 775215
HNI, 48287
HFC, 48039
HCA, 860730
HOLX, 859737
HCI, 1400810
HBCP, 1436425
HCAT, 1636422
HOMB, 1331520
HR, 899749
HD, 354950
HCSG, 731012
HMPT, 1830197
HTA, 1360604
HMST, 1518715
HQY, 1428336
HTBI, 1538263
PEAK, 765880
FIXX, 1661998
HSTM, 1095565
HNST, 1530979
HTLD, 799233
HON, 773840
HTLF, 920112
HOFT, 1077688
HL, 719413
HOOK, 1760542
HOPE, 1128361
HEI, 46619
HMN, 850141
HSII, 1066605
HBNC, 706129
HELE, 916789
HZNP, 1492426
HLIO, 1024795
HRL, 48465
HLX, 866829
HST, 1070750
HP, 46765
TWNK, 1644406
HMTV, 1567345
HMHC, 1580156
JKHY, 779152
HLI, 1302215
HSIC, 1000228
HOV, 357294
HBMD, 1390162
PI, 1114995
HHC, 1498828
NARI, 1531048
HWM, 4281
INCY, 879169
HPQ, 47217
INVE, 1036044
HUBG, 940942
IHC, 701869
HUBB, 48898
IRT, 1466085
HUBS, 1404655
IBCP, 39311
HPP, 1482512
IBTX, 1564618
HUM, 49071
INDB, 776901
HGEN, 1293310
INDT, 1037390
JBHT, 728535
ILPT, 1717307
HBAN, 49196
INFN, 1138639
HII, 1501585
INFI, 1113148
HUN, 1307954
IEA, 1652362
HURN, 1289848
INFU, 1337013
H, 1468174
IR, 1699150
HYFM, 1695295
NGVT, 1653477
HYLN, 1759631
IMKTA, 50493
HYRE, 1713832
INGR, 1046257
HY, 1173514
INBX, 1739614
IIIV, 1728688
IOSP, 1054905
IAA, 1745041
INNV, 1834376
IAC, 1800227
IIPR, 1677576
IBEX, 1720420
INVA, 1080014
IBIO, 1420720
INGN, 1294133
ICAD, 749660
NOTV, 720154
ICFI, 1362004
ICHR, 1652535
INO, 1055726
ICUI, 883984
INZY, 1693011
IDA, 1057877
INSG, 1022652
IDEX, 837852
NSIT, 932696
IDYA, 1676725
INSM, 1104506
IEX, 832101
NSP, 1000753
IDXX, 874716
INSP, 1609550
IDT, 1005731
IBP, 1580905
IESC, 1048268
IIIN, 764401
IGMS, 1496323
TIL, 1789769
IHRT, 1400891
PODD, 1145197
INFO, 1598014
ITGR, 1114483
IIVI, 820318
IART, 917520
IKNA, 1835579
INTC, 50863
ITW, 49826
INS, 320340
ILMN, 1110803
NTLA, 1652130
IMAX, 921582
IPAR, 822663
IMUX, 1280776
IBKR, 1381197
IBRX, 1326110
ICPT, 1270073
IMGN, 855654
ICE, 1571949
IMVT, 1764013
IDCC, 1405495
IMPL, 1445499
TILE, 715787
IBM, 51143
JBLU, 1158463
IGT, 1619762
FROG, 1800667
IMXI, 1683695
JOAN, 1834585
IP, 51434
JBT, 1433660
INSW, 1679049
JNJ, 200406
IPG, 51644
JCI, 833444
XENT, 1271214
JOUT, 788329
IBOC, 315709
JYNT, 1612630
IFF, 51253
JLL, 1037976
ITCI, 1567514
JNCE, 1640455
IPI, 1421461
JPM, 19617
INTU, 896878
JNPR, 1043604
ISRG, 1035267
KAI, 886346
IVC, 742112
IVZ, 914208
KALU, 811596
IVR, 1437071
KALA, 1479419
ISBC, 1594012
KLDO, 1751299
ITIC, 720858
KALV, 1348911
NVTA, 1501134
KAMN, 54381
INVH, 1687229
KSU, 54480
IONS, 874015
KAR, 1395942
IOVA, 1425205
KRT, 1758021
IPGP, 1111928
KRTX, 1771917
IQV, 1478242
KPTI, 1503802
IRMD, 1325618
KBH, 795266
IRTC, 1388658
KBR, 1357615
IRDM, 1418819
KRNY, 1617242
IRBT, 1159167
K, 55067
IRM, 1020569
KELYA, 55135
IRWD, 1446847
KMPR, 860748
STAR, 1095651
KMPH, 1434647
ITOS, 1808865
KMT, 55242
ITI, 350868
KW, 1408100
ITRI, 780571
KROS, 1664710
ITT, 216228
KDP, 1418135
ISEE, 1410939
KEY, 91576
JJSF, 785956
KEYS, 1601046
SJM, 91419
KZR, 1645666
KFRC, 930420
JBL, 898293
KRC, 1025996
JACK, 807882
KE, 1606757
J, 52988
KBAL, 55772
JRVR, 1620459
KMB, 55785
JAMF, 1721947
KIM, 879101
JHG, 1274173
KMI, 1506307
JAZZ, 1232524
KNSA, 1730430
JBGS, 1689796
KNTE, 1797768
JEF, 96223
KNSL, 1669162
JELD, 1674335
KEX, 56047
KIRK, 1056285
EL, 1001250
KRG, 1286043
LAUR, 912766
KKR, 1404912
LAWS, 703604
KREF, 1631596
LAZ, 1311370
KLAC, 319201
LAZY, 1721741
KNX, 1492691
LCII, 763744
LEA, 842162
KN, 1587523
LEGH, 1436208
KOD, 1468748
LEG, 58492
KSS, 885639
LDOS, 1336920
KTB, 1760965
LMAT, 1158895
KOPN, 771266
LMND, 1691421
KOP, 1315257
LC, 1409970
KFY, 56679
TREE, 1434621
KOS, 1509991
