dnngy	1679771
eog	821189
ilmn	1110803
iqv	1478242
idxx	874716
mar	1048286
dash	1792789
ftnt	1262039
msci	1408198
cdns	813672
vmw	1124610
kdp	1418135
spg	1063761
cm	1045520
aph	820313
bk	1390777
e	1002242
hmc	715153
algn	1097149
rop	882835
net	1477333
cnq	1017413
ddog	1561550
carr	1783180
mraay	1450468
bidu	1329099
ngg	1004315
wit	1123799
orly	898173
bce	718940
dlr	1297996
epd	1061219
hpq	47217
vnja	1532383
aig	5272
kmb	55785
cpng	1834584
ebay	1065088
tt	1466258
smfg	1022837
a	1090872
trp	1232384
scco	1001838
cmg	1058090
ctas	723254
bsbr	1471055
abev	1565025
atvi	718877
dell	1571996
trow	1113169
puk	1116578
aptv	1521332
mnst	865752
lyg	1160106
crwd	1535527
nem	1164727
lhx	202058
pxd	1038357
stz	16918
gld	1222333
payx	723531
rsg	1060391
spot	1639920
kkr	1404912
tak	1395064
bcs	312069
cvna	1690820
stm	932787
msi	68505
expgy	1376891
zs	1713683
ctsh	1058290
khc	1637459
twlo	1447669
cnc	1071739
odfl	878927
vod	839923
mpc	1510295
aep	4904
pru	1137774
slb	87347
azo	866787
dd	1666700
dow	1751788
rok	1024478
itub	1132597
rost	745732
alc	1167379
bbd	1160330
ph	76334
gis	40704
u	1810806
bax	10456
ntr	1725964
hlt	1585689
wba	1618921
danoy	1048515
crh	849395
ppg	79879
sbac	1034054
veev	1393052
sre	1032208
isrg	1035267
trv	86312
yum	1041061
hsy	47111
afl	4977
frc	1132979
rmd	943819
dhi	882184
keys	1601046
sivb	719739
ea	712515
bbva	842180
su	311337
syy	96021
mfc	1086888
vrsk	1442145
gpn	1123360
otis	1781335
mtd	1037646
kmi	1506307
mck	927653
wcn	1318220
xel	72903
codyy	1012037
pltr	1321655
adm	7084
iff	51253
xpev	1810997
clpby	1294325
len	920760
ctva	1755672
fast	815556
ferg	1832433
efx	33185
biib	875045
cprt	900075
well	766704
amp	820027
mtch	891103
bf-a	14693
nue	73309
anss	1013462
hubs	1404655
epam	1352010
dfs	1393612
eric	717826
cbre	1138118
avb	915912
okta	1660134
twtr	1418091
iau	1278680
wmb	107263
kr	56873
nwg	844150
all	899051
ndaq	1120193
nok	924613
arzgy	1379235
ajg	354190
gold	756894
glw	24741
peg	788784
cmi	26172
sauhy	1451279
ame	1037868
wst	105770
eqr	906107
cht	1132924
tdg	1260221
stt	93751
dltr	935703
slf	1097362
ibkr	1381197
zbra	877212
awk	1410636
phg	313216
psx	1534701
bll	9389
mfg	1335730
tu	868675
rkt	1805284
app	1751008
fitb	35527
mplx	1552000
bgne	1651308
tsn	100493
lbrda	1611983
enph	1463101
umc	1033767
wltw	1140536
are	1035443
pcar	75362
hcmly	948696
alb	915913
skm	1015650
lyb	1489393
vfc	103379
lgfry	1554394
tscdy	885834
afrm	1820953
swk	93556
etsy	1370637
mt	1243429
es	72741
lh	920148
wec	783325
wy	106535
vlo	1035002
ed	1047862
cabhf	1436647
dvn	1090012
tlk	1001807
dia	1041130
ec	1444406
mdb	1441816
oran	1038143
mdy	936958
oxy	797468
on	1097864
gwlif	850918
csx	277948
sgen	1060736
exr	1289490
luv	92380
oke	1039684
lvs	1300514
docu	1261333
cdw	1402057
vrsn	1014473
mgddy	896076
pcg	1004980
roku	1428439
it	749251
rweoy	939380
syf	1601712
tsco	916365
li	1791706
ksu	54480
lng	3570
bby	764478
grmn	1121788
siri	908937
vmc	1396009
mlm	916076
fmx	1061736
poahy	1450346
gww	277135
zbh	1136869
o	726728
ftv	1659166
bkr	1701605
db	1159508
ter	97210
payc	1590955
eix	827052
htht	1483994
fnv	1456346
imo	49938
mpwr	1280452
chwy	1766502
wegzy	1445166
swks	4127
yndx	1513845
gnrc	1474735
ckhuy	1637120
ntrs	73124
abc	1140859
ir	1699150
gmab	1434265
zto	1677250
stx	1137789
ccep	1650107
hig	874766
ttm	926042
cve	1475260
uri	1067701
dov	29905
maa	912595
hes	4447
rnecy	1246135
w	1616707
caj	16988
mga	749098
mchp	827054
mkc	63754
kmx	1170010
invh	1687229
rprx	1802768
baesy	895564
dal	27904
hrl	48465
rci	733099
ix	1070304
ppery	1461748
expe	1324424
cnhi	1567094
pins	1506293
lyv	1335258
ryaay	1038683
tef	814052
hznp	1492426
chd	313927
zi	1794515
cs	1159510
path	1734722
dre	783280
et	1276187
tw	1758730
bio	12208
caixy	1535628
hban	49196
ppl	922224
key	91576
sui	912593
anyyy	1700171
pool	945841
ess	920522
ste	1757898
avtr	1722482
cern	804753
zshgy	1495686
k	55067
beke	1809587
tru	1552033
dte	936340
aee	1002910
bill	1786352
trmb	864749
bili	1723690
rf	1281761
xyl	1524472
expd	746515
wmg	1319161
gib	1061574
fe	1031296
clx	21076
ulta	1403568
ccl	815097
alny	1178670
ctlt	1596783
fts	1666175
yumc	1673358
etr	65984
ntap	1002047
wat	1000697
entg	1101302
foxa	1754301
tyl	860731
nvr	906163
hpe	1645590
mgm	789570
jbht	728535
dpz	1286681
cfg	759944
pki	31791
cqp	1383650
br	1383312
hal	45012
viac	813828
imbby	1072670
tdy	1094285
coo	711404
ssnc	1402436
mtb	36270
burl	1579298
dgx	1022079
fang	1539838
holx	859737
plug	1093691
pfg	1126328
snmry	1437771
ui	1511737
ttwo	946581
cinf	20286
gpc	40987
kb	1445930
cuk	1125259
cg	1527166
dri	940944
j	52988
ip	51434
splk	1353283
bro	79282
xm	1747748
car	723612
lsxma	1560385
hcp	1720671
fms	1333141
schyy	1491703
peak	765880
podd	1145197
crl	1100682
nice	1003935
pkx	889132
hei	46619
akam	1086222
wpm	1323404
sbny	1288784
czr	1590895
amcr	1748790
tech	842023
mas	62996
vtr	740260
ce	1306830
wdc	106040
ally	40729
qsr	1618756
fds	1013237
cms	811156
iex	832101
avy	8818
rcl	884887
bxp	1037540
lkq	1065696
flt	1175454
jhx	1159152
acgl	947484
nuan	1002517
prdsy	1527249
qrvo	1604778
wpp	806968
tcom	1269238
udr	74208
mkl	1096343
bip	1406234
wab	943452
asx	1122411
aci	1646972
brtx	1505497
ppd	1793294
rng	1384905
moh	1179929
cpt	906345
dt	1773383
dish	1001082
txt	217346
apo	1411494
pba	1546066
shg	1263043
xp	1787425
ben	38777
clr	732834
aes	874761
ptaiy	1455967
txg	1770787
pubgy	1050952
sedg	1419612
lbtya	1570585
rol	84839
pwr	1050915
cday	1725057
ath	1527469
rkuny	1294591
agr	1634997
cag	23217
sqm	909037
trex	1069878
ndsn	72331
masi	937556
omc	29989
bmrn	1048477
tsgty	939383
viv	1066119
oaofy	1058255
aap	1158449
els	895417
atasy	1437775
argx	1697862
bldr	1316835
chkp	1015922
clvt	1764046
vtrs	1792044
evrg	1711269
emn	915389
gdrx	1809519
elp	1041792
l	60086
vici	1705696
cnp	1130310
mmex	1440799
incy	879169
cck	1219601
sjr	932872
fnf	1331875
lu	1816007
fbhs	1519751
snn	845982
amc	1411579
tfx	96943
iclr	1060955
lnt	352541
tdoc	1477449
abmd	815094
zg	1617640
sjm	91419
nlok	849399
rgen	730272
whr	106640
uhal	4457
lumn	18926
wpc	1025378
wrb	11544
vivhy	1127055
phm	822416
cah	721371
teck	886986
ipg	51644
eqh	1333986
cboe	1374310
morn	1289419
has	46080
ffiv	1048695
irm	1020569
fmc	37785
fnd	1507079
mtn	812011
elan	1739104
pcty	1591698
suz	909327
wsm	719955
rjf	720005
enia	912505
mktx	1278021
cgnx	851205
mos	1285785
ares	1176948
amh	1562401
bntgy	1533945
sbhmy	1604982
nmr	1163653
ual	100517
logi	1032975
ptc	857005
aos	91142
upst	1647639
sc	1580608
exas	1124140
lyft	1759509
cxo	1358071
alsmy	1062066
bsy	1031308
cf	1324404
pbcry	1463157
lpla	1397911
chrw	1043277
pton	1639825
lnc	59558
lnvgy	932477
iep	813762
ggg	42888
pkg	75677
hwm	4281
ldos	1336920
otex	1002638
cpb	16732
stld	1022671
mpw	1287865
coup	1385867
nwsa	1564708
grub	1792627
qgen	1015820
bg	1144519
jll	1037976
gfl	1780232
bz	1842827
gme	1326380
rpm	110621
rhi	315213
reg	910606
mhk	851968
mro	101778
wlk	1262823
mndy	1845338
csl	790051
frfhf	915191
kkpny	1001474
pnr	77360
brkr	1109354
ato	731802
psmmy	1439580
ts	1190723
wrk	1732845
sofi	1818874
nvax	1000694
lii	1069202
wtrg	78128
kkoyy	1436794
jxhly	1487533
trgp	1389170
cna	21175
kep	887225
ftch	1740915
emraf	1127248
wso	105016
bah	1443646
aem	2809
gddy	1609711
cma	28412
alle	1579241
bki	1627014
cchgy	1558633
nly	1043219
jkhy	779152
afg	1042046
sna	91440
sci	89089
remyy	1552653
dkng	1772757
znh	1041668
rh	1528849
jpxgy	1600520
lnegy	1437041
wal	1212545
iac	1800227
tpr	1116132
lamr	1090425
uwmc	1783398
ihg	858446
icl	941221
kof	910631
ssl	314590
zen	1463172
cabo	1632127
avlr	1348036
mcfe	1783317
swmay	1011218
asan	1477720
xray	818479
hst	1070750
hubb	48898
fico	814547
disca	1437107
cone	1553023
ewbc	1069157
ach	1161611
mrvi	1823239
cube	1298675
five	1177609
deck	910521
aal	6201
ttc	737758
glpi	1575965
dar	916540
cacc	885550
glob	1557860
lsi	944314
dva	927066
bwa	908255
lea	842162
fslr	1274494
re	1095073
uhs	352915
tme	1744676
hsic	1000228
hrc	47518
crox	1334036
site	1650729
ivz	914208
jnpr	1043604
dqjcy	1446597
wfg	1402388
mmp	1126975
kl	1713443
zion	109380
ndvly	800928
acm	868857
azpn	929940
lscc	855658
aseky	1450206
levi	94845
rdy	1135951
qs	1811414
an	350698
vst	1692819
synh	1610950
ttek	831641
estc	1707753
pcor	1611052
clf	764065
kim	879101
ctxs	877890
axon	1069183
tap	24545
syna	817720
frt	34903
ni	1111711
apa	1841666
gfi	1172724
monoy	1583055
rs	861884
ua	1336917
ebr	1439124
prymy	1437672
erie	922621
aemmy	1437776
midd	769520
dks	1089063
sbysf	1783546
manh	1056696
tfii	1588823
bery	1378992
knx	1492691
mdiby	1379481
see	1012100
aeg	769218
cien	936395
uelmo	100826
jef	96223
rexr	1571283
tpl	1811074
bep	1533232
gds	1526125
grfs	1438569
oc	1370946
bch	1161125
cpri	1530721
dbx	1467623
wynn	1174922
sbsw	1786909
g	1398659
cea	1030475
anet	1596532
aiz	1267238
nwl	814453
gl	320335
gh	1576280
cms-pb	201533
wsc	1647088
cp	16875
arw	7536
y	775368
ptbry	1504122
bap	1001290
gwre	1528396
arcc	1287750
dox	1062579
cx	1076378
st	1477294
nrg	1013871
vrt	1674101
dseey	1481045
agl	1831097
ugi	884614
stor	1538990
bld	1633931
fhn	36966
pstg	1474432
teva	818686
wms	1604028
jbl	898293
mxchy	1435969
ccj	1009001
lad	1023128
bj	1531152
pega	1013857
nvcr	1645113
ipgp	1111928
pen	1321732
cib	1071371
chdn	20212
dlb	1308547
tixt	1825155
docn	1582961
cnxc	1803599
tpx	1206264
oukpy	1436786
mksi	1049502
ovv	1792580
au	1067428
slab	1038074
bak	1071438
rl	1037038
armk	1584509
agco	880266
dava	1656081
alv	1034670
seic	350894
bhc	885590
flex	866374
tol	794170
bmrry	1671235
m	794367
saia	1177702
oln	74303
ggmc	1818880
fsv	1637810
uthr	1082554
bsmx	1698287
zayo	1608249
gntx	355811
fybr	20520
pag	1019849
phys	1477049
fivn	1288847
aqn	1174169
ggb	1073404
itt	216228
faf	1472787
h	1468174
egp	49600
aa	1675149
xpo	1166003
wes	1423902
pags	1712807
dnb	1799208
rnr	913144
bsac	1027552
airc	1820877
smar	1366561
agnc	1423689
psxp	1572910
cold	1455863
cvac	1809122
chh	1046311
run	1469367
open	1801169
leco	59527
fr	921825
cfr	39263
gil	1061894
lw	1679273
glpey	1385535
nyt	71691
tx	1342874
glbe	1835963
vno	899689
hllgy	1674534
atr	896622
wix	1576789
cbsh	22356
tndm	1438133
nnn	751364
atus	1702780
dxc	1688568
ozon	1822829
accyy	1049183
tsp	1823593
ntra	1604821
wf	1264136
krc	1025996
kss	885639
gbtc	1588489
fcnca	798941
voya	1535929
smg	825542
thc	70318
nbix	914475
edr	1766363
rba	1046102
asnd	1612042
che	19584
lpx	60519
yeti	1670592
osk	775158
lfus	889331
omcl	926326
sf	720672
foxf	1424929
penn	921738
mat	63276
pnw	764622
hta	1360604
aer	1378789
hnp	929058
medp	1668397
hli	1302215
wh	1722684
bfam	1437578
kgc	701818
coty	1024305
bc	14930
csan	1430162
cor	1490892
miufy	1447113
wb	1595761
casy	726958
ori	74260
stwd	1465128
hii	1501585
pbct	1378946
bokf	875357
ffin	36029
pnfp	1115055
ntla	1652130
nlsn	1492633
axta	1616862
cwen	1567683
oge	1021635
mp	1801368
hun	1307954
acc	1283630
jhg	1274173
mbt	1115837
ayi	1144215
slv	1330568
jsgry	1442656
arwr	879407
wu	1365135
dci	29644
pvh	78239
amg	1004434
krnt	1625791
pe	1594466
phi	78150
isday	1224306
nclh	1513761
jazz	1232524
rga	898174
wts	795403
cae	1173382
brx	1581068
plnt	1637207
stag	1479094
bncdy	1667075
usfd	1665918
amba	1280263
bhvn	1689813
pii	931015
ppc	802481
omf	1584207
oled	1005284
mrtx	1576263
azek	1782754
paa	1070423
skx	1065837
slfpy	1370418
ksryy	1668501
pltk	1828016
snv	18349
ccoey	1551467
rcm	1472595
adt	1703056
osh	1564406
wwd	108312
ntnx	1618732
pb	1068851
chpt	1777393
mtz	15615
nxst	1142417
eme	105634
byd	906553
iaa	1745041
newr	1448056
pegry	1455633
eslt	1027664
curlf	1756770
lite	1633978
ohi	888491
exp	918646
iivi	820318
dsgx	1050140
vac	1524358
asgn	890564
rgld	85535
lstr	853816
nep	1603145
colm	1050797
gwr	1012620
bpop	763901
ingr	1046257
wk	1445305
chng	1756497
tnet	937098
gmed	1237831
post	1530950
cohr	21510
nvst	1757073
swch	1710583
pac	1347557
qdel	353569
mstr	1050446
ntco	1776967
dooo	1748797
rpd	1560327
vips	1529192
asai	1834048
pso	938323
reyn	1786431
lpl	1290109
legn	1801198
znga	1439404
zim	1654126
vvv	1674910
caci	16058
wcc	929008
cbl	910612
gps	39911
gpk	1408075
ash	1674862
srpt	873303
cybr	1598110
furcf	1559444
zlab	1704292
expo	851520
algm	866291
aval	1504764
kbr	1357615
stn	1131383
kt	892450
iipr	1677576
alk	766421
cfx	1420800
bepc	1791863
fsk	1422183
cigi	913353
x	1163302
rlx	1828365
tho	730263
son	91767
bl	1666134
nvt	1720635
gtls	892553
asr	1123452
vlpny	1378984
lspd	1823306
hele	916789
timb	1826168
chk	895126
ehc	785161
ozk	1569650
plan	1540755
gt	42582
dei	1364250
shc	1822479
vir	1706431
powi	833640
pri	1475922
lysdy	1444327
uso	1327068
vicr	751978
bbio	1743881
txrh	1289460
insp	1609550
hbi	1359841
cuz	25232
slm	1032033
novt	1076930
bmbl	1830043
swav	1642545
ubsfy	1446702
mgp	1656936
pmcb	1157075
cr	25445
nycb	910073
sgms	750004
hog	793952
leg	58492
mdu	67716
futu	1754581
vly	714310
smtc	88941
hlne	1433642
ssb	764038
hayw	1834622
esi	1590714
wex	1309108
sam	949870
crsp	1674416
sid	1049659
msa	66570
bpmc	1597264
negg	1474627
eeft	1029199
orcc	1655888
nfg	70145
dcp	1338065
evr	1360901
amkr	1047127
snx	1177394
coke	317540
pfgc	1618673
flo	1128928
woof	1826470
ufpi	912767
nati	935494
rrr	1653653
ida	1057877
clh	822818
eqt	33213
ssd	920371
trno	1476150
gbci	868671
tv	912892
iart	917520
aqua	1604643
ncr	70866
hfc	48039
cw	26324
altr	1701732
mituy	1446420
dnli	1714899
sitm	1451809
srcl	861878
awi	7431
rare	1515673
drvn	1804745
pacw	1102112
ryn	52827
virt	1592386
irdm	1418819
bcpc	9326
vg	1272830
vmi	102729
amn	1142750
nfe	1749723
grp-un	1564538
avnt	1122976
src	1308606
esgr	1363829
vnt	1786842
fsr	1720990
tkr	98362
spt	1517375
crct	1828962
mxl	1288469
nrz	1556593
mtsi	1493594
anat	1801075
igt	1619762
tfsl	1381668
bb	1070235
atkr	1666138
man	871763
roll	1324948
rog	84748
jbt	1433660
ar	1433270
exel	939767
achc	1520697
ab	825313
shi	908732
abcm	1492074
dds	28917
musa	1573516
wtfc	1015328
slg	1040971
fcn	887936
lazr	1758057
vrns	1361113
saic	1571123
paas	771992
expi	1495932
umbf	101382
hhc	1498828
cdk	1609702
cc	1627223
spsc	1092699
qlys	1107843
psb	866368
hcm	1648257
arvl	1835059
tmx	1428875
esnt	1448893
mtg	876437
wbs	801337
tenb	1660280
fizz	69891
diod	29002
figs	1846576
mms	1032220
mime	1644675
prgo	1585364
seas	1564902
rvlv	1746618
knsl	1669162
adrzy	1436467
atc	1762459
gshd	1726978
nsa	1618563
stl	1070154
rli	84246
icui	883984
cit	1171825
al	1487712
hri	1364479
pdce	77877
unm	5513
stne	1745431
gtes	1718512
gtbif	1795139
nov	1021860
ubsi	729986
dv	1819928
wd	1497770
wen	30697
slgn	849869
appn	1441683
ely	837465
sigi	230557
hqy	1428336
focs	1651052
apg	1796209
rrc	315852
halo	1159036
laz	1311370
ncno	1566895
pinc	1577916
mlco	1381640
wing	1636222
celh	1341766
am	1623925
thg	944695
pzza	901491
nea	1195737
amed	896262
sbs	1170858
fl	850209
hiw	921082
msm	1003078
bwxt	1486957
fate	1434316
onto	704532
tdc	816761
frpt	1611647
angi	1705110
pfsi	1745916
por	784977
chffy	1601994
sig	832988
crus	772406
bxmt	1061630
sqsp	1496963
apps	317788
seb	88121
unvr	1494319
cri	1060822
mth	833079
tgna	39899
shlx	1610466
shmay	1555379
lxp	910108
aeo	919012
hasi	1561894
axs	1214816
hr	899749
opch	1014739
ameh	1083446
sky	90896
sum	1621563
cig	1157557
nsp	1000753
ocdx	1828443
kod	1468748
swi	1739942
lthm	1742924
shls	1831651
sndr	1692063
cixx	1829948
exls	1297989
trup	1371285
jblu	1158463
upwk	1627475
sail	1627857
mgy	1698990
ora	1296445
sfbs	1430723
pacb	1299130
si	1312109
adc	917251
mtdr	1520006
fvrr	1762301
cwst	911177
cns	1284812
mara	1507605
upchy	1447772
he	354707
spwr	867773
neog	711377
bcucy	1581285
migi	1218683
fn	1408710
spb	109177
umpq	1077771
be	1664703
carg	1494259
rhp	1040829
hrb	12659
nomd	1651717
msgs	1636519
hxl	717605
r	85961
tnl	1361658
fsly	1517413
tmhc	1562476
bhf	1685040
wynmy	1480134
staa	718937
prft	1085869
ttd	1671933
hgv	1674168
safm	812128
env	1337619
wns	1356570
ensg	1125376
hwc	750577
chx	1723089
beam	1745999
cwk	1628369
box	1372612
etrn	1747009
adnt	1670541
cano	1800682
ayx	1689923
sdipf	1562040
kbh	795266
lanc	57515
aaon	824142
mur	717423
pgny	1551306
amrc	1488139
kwr	81362
fele	38725
bkh	1130464
qtwo	1410384
ay	1601072
evbg	1437352
dsey	1831617
bynd	1655210
sxt	310142
sfrgy	1571549
four	1794669
twst	1581280
chgg	1364954
hlf	1180262
calx	1406666
homb	1331520
goos	1690511
cert	1827090
ful	39368
appf	1433195
rdn	890926
cere	1805387
imab	1778016
psth	1811882
fls	30625
livn	1639691
allk	1564824
tsem	928876
bzzuy	1437774
alsn	1411207
lcii	763744
ccmp	1102934
den	945764
nari	1531048
pk	1617406
vne	1733186
taipy	1716957
bldp	1453015
golf	1672013
spr	1364885
ibp	1580905
tlry	1731348
hain	910406
kfy	56679
dufry	1546354
rezi	1740332
cbu	723188
orryy	1641431
doc	1574540
eye	1710155
rdfn	1382821
alrm	1459200
pnm	1108426
btg	1429937
trtn	1660734
frhc	924805
cmc	22444
msp	1724570
iq	1722608
flyw	1580560
xrx	1770450
cgc	1737927
ait	109563
cnmd	816956
abcl	1703057
ttec	1013880
sem	1320414
swx	1692115
sun	1552275
aso	1817358
lgih	1580670
lesl	1821806
mc	1596967
safe	1688852
shoo	913241
sstk	1549346
dbrg	1679688
pch	1338749
ssrm	921638
cef	1726122
bku	1504008
nvg	1090116
vsbc	1697884
fnb	37808
athm	1527636
auy	1264089
mac	912242
lac	1440972
avt	8858
krtx	1771917
nkla	1731289
iijiy	1090633
ppbi	1028918
njr	356309
sim	887153
jobs	1295484
unf	717954
hpp	1482512
jbgs	1689796
wwe	1091907
dada	1793862
arvn	1655759
ebc	1810546
knbe	1664998
isbc	1594012
neo	1077183
sono	1314727
becn	1124941
cade	1299939
ions	874015
gpi	1031203
ago	1273813
nova	1772695
klic	56978
task	1829864
cour	1651562
dorm	868780
lob	1462120
dct	1160951
navi	1593538
cim	1409493
bmch	1574815
cwh	1669779
bbu	1654795
comp	1563190
mdc	773141
neu	1282637
bnl	1424182
out	1579877
matx	3453
nsit	932696
nvmi	1109345
gatx	40211
ccoi	1158324
ogs	1587732
lhcg	1303313
hi	1417398
jteky	1446661
zh	1835724
ads	1101215
rsi	1793659
alks	1520262
flow	1641991
awr	1056903
olo	1431695
aciw	935036
boot	1610250
jamf	1721947
brp	1781755
mmsi	856982
adpt	1478320
viav	912093
ostk	1130713
kmpr	860748
smpl	1702744
apam	1517302
aimc	1374535
apls	1492422
coop	933136
nni	1258602
egfey	1437178
fhb	36377
abcb	351569
blkb	1280058
caty	861842
edu	1372920
ajrd	40888
psn	275880
fhi	1056288
spce	1706946
crc	1609253
trox	1530804
trip	1526520
crvl	874866
asb	7789
ax	1299709
azihy	1533475
aple	1418121
epr	1045450
fix	1035983
cwt	1035201
ael	1039828
atco	1794846
aeis	927003
wbt	1650962
lope	1434588
swtx	1773427
hypmy	1486749
kc	1795589
boh	46195
sana	1770121
lfst	1845257
mnso	1815846
dnp	806628
olli	1639300
qrtea	1355096
nad	1083839
mli	89439
bpxxy	1567024
enlc	1592000
yy	1530238
wtm	776867
vnom	1602065
acva	1637873
abg	1144980
sfnc	90498
tuya	1829118
psec	1287032
sm	893538
dan	26780
tkc	1071321
dq	1477641
sitc	894315
tcnnf	1754195
tbk	1539638
eprt	1728951
vzio	1835591
kex	56047
form	1039399
jwn	72333
ale	66756
lkncy	1767582
pay	1841156
evtc	1559865
zntl	1725160
kw	1408100
flr	1124198
prg	1808834
eqc	803649
veon	1468091
sklz	1801661
sr	1126956
rcus	1724521
sfm	1575515
ktb	1760965
six	701374
arnc	1790982
cbt	16040
ens	1289308
hlio	1024795
glpg	1421876
csgp	1057352
arna	1080709
pci	1558629
wdfc	105132
vc	1111335
unit	1620280
ibtx	1564618
pjt	1626115
eaf	931148
vrnt	1166388
swn	7332
wern	793074
tph	1561680
bco	78890
nvro	1444380
enbl	1591763
exg	1379438
sgfy	1828182
urbn	912615
cpa	1345105
cno	1224608
acad	1070494
lgf-a	929351
nmrk	1690680
jw-a	107140
meoh	886977
qfin	1741530
tmbby	1531740
gef	43920
swim	1833197
insm	1104506
rcii	933036
ofc	860546
rmbs	917273
ccu	888746
tigo	912958
ucbi	857855
reta	1358762
tex	97216
nvta	1501134
tal	1499620
abm	771497
main	1396440
pack	1712463
itci	1567514
bmi	9092
omi	75252
kmt	55242
ramp	733269
atrc	1323885
vsh	103730
onb	707179
me	1804591
bios	1856653
bstz	1768666
tcbi	1077428
ulcc	1670076
irtc	1388658
shak	1620533
cnx	1070412
drna	1399529
cbrl	1067294
lc	1409970
ftdr	1727263
ngvt	1653477
pbh	1295947
wire	850460
fbp	1057706
ipar	822663
vsat	797721
ai	1577526
cvlt	1169561
trn	99780
ghc	104889
rusha	1012019
bigc	1626450
algt	1362468
hth	1265131
enic	1659939
fold	1178879
joe	745308
pdco	891024
mant	892537
thrm	903129
rxrx	1601830
csq	1275214
sbra	1492298
mcy	64996
cvco	278166
ugp	1094972
mpln	1793229
nwe	73088
dy	67215
cyrx	1124524
agi	1178819
trq	1158041
fwrd	912728
ifs	1615903
mntv	1739936
riot	1167419
brfs	1122491
eva	1592057
ottr	1466593
lpro	1806201
rxt	1810019
itri	780571
unfi	1020859
tac	1144800
aub	883948
bdc	913142
lmnd	1691421
cvbf	354647
sgry	1638833
brc	746598
mgee	1161728
spxc	88205
celz	1187953
kai	886346
hhr	1721181
ihrt	1400891
cnne	1704720
phr	1412408
hae	313143
lila	1712184
hubg	940942
door	893691
peb	1474098
ava	104918
agti	1749704
hl	719413
opk	944809
fss	277509
ag	1308648
fti	1681459
crnc	1768267
ain	819793
indb	776901
whd	1699136
sabr	1597033
itgr	1114483
jjsf	785956
sji	91928
mrcy	1049521
bcc	1328581
bipc	1788348
wor	108516
alhc	1832466
fun	811532
iboc	315709
ddd	910638
fult	700564
